,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYN,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolYN,PoolQC,Fence,MoSold,YrSold,SaleType,SaleCondition,Bathrooms
59,533135020,1755,235000,60,RL,94.61203899892197,11949,Pave,0.0,1,4,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,8,1991,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,4,PConc,4.0,3.0,1.0,6.0,601.0,5.0,216.0,158.0,975.0,GasA,5,Y,SBrkr,975,780,0,0.0,1.0,2,1,3,1,4,7,8,1,3.0,Attchd,yes,1.0,2.0,524.0,3.0,3.0,3,502,60,0,0,0,no,0.0,GdPrv,7,2009,WD ,Normal,3.0
60,910203100,672,72000,30,RM,61.0,8534,Pave,0.0,1,1,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,BrkTil,2.0,3.0,1.0,1.0,0.0,1.0,0.0,432.0,432.0,GasA,3,N,FuseA,672,0,0,0.0,0.0,1,0,2,1,3,4,7,0,0.0,NO,no,0.0,0.0,0.0,0.0,0.0,1,0,0,112,0,0,no,0.0,GdWo,6,2006,WD ,Normal,1.0
61,905451390,1626,154000,50,RL,70.0,10512,Pave,0.0,1,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,6,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,491.0,1.0,0.0,497.0,988.0,GasA,5,Y,SBrkr,988,638,0,0.0,0.0,1,1,3,1,4,6,8,0,0.0,Attchd,yes,1.0,1.0,332.0,3.0,3.0,3,366,0,0,0,0,no,0.0,NO,5,2007,WD ,Normal,1.5
64,907200340,894,128200,20,RL,75.0,10650,Pave,0.0,1,4,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,NO,0.0,3,3,CBlock,3.0,4.0,3.0,2.0,182.0,5.0,712.0,0.0,894.0,GasA,3,Y,SBrkr,894,0,0,1.0,0.0,1,0,3,1,3,5,8,0,0.0,Attchd,yes,1.0,1.0,308.0,3.0,3.0,3,365,0,0,0,0,no,0.0,MnPrv,2,2010,WD ,Normal,2.0
65,528164060,2470,615000,20,RL,106.0,12720,Pave,0.0,1,2,4,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,MetalSd,MetalSd,Stone,680.0,5,3,PConc,5.0,3.0,4.0,6.0,2257.0,1.0,0.0,278.0,2535.0,GasA,5,Y,SBrkr,2470,0,0,2.0,0.0,1,1,1,1,5,7,8,2,4.0,Attchd,yes,3.0,3.0,789.0,3.0,3.0,3,154,65,0,0,216,yes,5.0,NO,2,2008,WD ,Normal,3.5
66,907202010,1174,158000,20,RL,96.99535339666869,12250,Pave,0.0,2,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,3,3,CBlock,4.0,3.0,2.0,5.0,781.0,1.0,0.0,83.0,864.0,GasA,5,Y,SBrkr,1174,0,0,1.0,0.0,1,0,3,1,3,5,8,0,0.0,Attchd,yes,1.0,2.0,528.0,3.0,3.0,3,211,0,280,0,0,no,0.0,NO,5,2008,WD ,Normal,2.0
67,528186180,1324,254000,120,RL,48.0,6240,Pave,0.0,1,4,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,4,3,PConc,4.0,3.0,1.0,6.0,863.0,1.0,0.0,461.0,1324.0,GasA,5,Y,SBrkr,1324,0,0,1.0,0.0,2,0,2,1,4,6,8,1,4.0,Attchd,yes,3.0,2.0,550.0,3.0,3.0,3,192,38,0,0,0,no,0.0,NO,12,2009,WD ,Normal,3.0
68,909250060,2447,169000,50,RL,50.0,9638,Pave,0.0,1,4,4,Inside,3,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,NO,0.0,3,3,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,804.0,804.0,GasA,5,Y,SBrkr,1699,748,0,0.0,0.0,2,0,4,1,4,10,6,1,4.0,Detchd,yes,1.0,1.0,336.0,3.0,3.0,3,272,0,42,0,116,no,0.0,NO,3,2010,WD ,Normal,2.0
69,528315060,2199,284500,75,RL,84.0,9660,Pave,0.0,1,4,4,Inside,3,NoRidge,Norm,Norm,1Fam,2.5Unf,8,5,1997,1997,Hip,CompShg,HdBoard,HdBoard,BrkFace,1290.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1173.0,1173.0,GasA,5,Y,SBrkr,1182,1017,0,0.0,0.0,2,1,3,1,4,9,8,1,3.0,Attchd,yes,3.0,2.0,516.0,3.0,3.0,3,0,131,0,0,0,no,0.0,NO,9,2008,WD ,Normal,2.5
70,528231020,1374,184500,80,RL,67.0,13300,Pave,0.0,2,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,3,PConc,4.0,3.0,1.0,6.0,326.0,1.0,0.0,58.0,384.0,GasA,5,Y,SBrkr,744,630,0,1.0,0.0,2,1,3,1,4,7,8,1,4.0,BuiltIn,yes,3.0,2.0,400.0,3.0,3.0,3,100,0,0,0,0,no,0.0,NO,6,2010,WD ,Normal,3.5
72,907180120,1588,214000,20,RL,78.0,10264,Pave,0.0,2,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,4,3,PConc,4.0,3.0,3.0,5.0,1162.0,1.0,0.0,426.0,1588.0,GasA,5,Y,SBrkr,1588,0,0,0.0,0.0,2,0,3,1,4,6,8,0,0.0,Attchd,yes,2.0,2.0,472.0,3.0,3.0,3,158,29,0,0,0,no,0.0,NO,8,2006,WD ,Normal,2.0
76,528429110,1464,282922,20,RL,49.0,15256,Pave,0.0,2,4,4,CulDSac,3,Somerst,RRAn,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,4,3,PConc,4.0,3.0,4.0,6.0,929.0,1.0,0.0,556.0,1485.0,GasA,5,Y,SBrkr,1464,0,0,1.0,0.0,2,0,3,1,4,6,8,0,0.0,Attchd,yes,1.0,3.0,754.0,3.0,3.0,3,168,160,0,0,0,no,0.0,NO,8,2007,WD ,Normal,3.0
77,902328100,1690,144000,75,RM,65.0,8850,Pave,0.0,2,3,4,Corner,3,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,NO,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,815.0,815.0,GasA,5,Y,SBrkr,815,875,0,0.0,0.0,1,0,3,1,3,7,8,1,4.0,Detchd,yes,1.0,1.0,225.0,3.0,3.0,3,0,0,330,0,0,no,0.0,NO,7,2006,ConLw,Normal,1.0
79,531477050,1012,67500,30,RH,70.0,9800,Pave,0.0,1,4,4,Corner,3,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,2,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,816.0,816.0,GasA,3,N,FuseA,1012,0,0,0.0,0.0,1,0,2,1,3,5,8,0,0.0,Detchd,yes,1.0,1.0,429.0,3.0,3.0,3,121,0,80,0,0,no,0.0,NO,4,2010,WD ,Normal,1.0
80,914476130,1210,148000,80,RL,140.0,11080,Pave,0.0,1,4,4,Corner,3,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1975,1975,Gable,CompShg,Plywood,Plywood,BrkFace,257.0,3,3,CBlock,3.0,3.0,3.0,6.0,576.0,1.0,0.0,552.0,1128.0,GasA,3,Y,SBrkr,1210,0,0,1.0,0.0,2,0,3,1,3,6,8,0,0.0,Attchd,yes,1.0,2.0,528.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,5,2006,WD ,Normal,3.0
81,535453020,1256,159000,20,RL,80.0,8000,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,NO,0.0,3,3,PConc,3.0,3.0,1.0,4.0,476.0,3.0,488.0,292.0,1256.0,GasA,4,Y,FuseA,1256,0,0,1.0,0.0,1,1,3,1,4,6,8,0,0.0,Attchd,yes,2.0,1.0,311.0,3.0,3.0,3,0,240,0,0,0,no,0.0,NO,5,2008,WD ,Normal,2.5
82,535379100,1130,120000,30,RL,60.0,10800,Pave,1.0,1,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,NO,0.0,3,3,BrkTil,3.0,3.0,1.0,3.0,821.0,1.0,0.0,299.0,1120.0,GasA,5,Y,SBrkr,1130,0,0,1.0,0.0,1,0,2,1,3,5,8,1,4.0,Detchd,yes,1.0,2.0,720.0,3.0,3.0,3,229,0,0,0,0,no,0.0,NO,6,2006,WD ,Normal,2.0
83,905108190,858,134900,85,RL,57.42124921082787,7252,Pave,0.0,2,4,4,CulDSac,3,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,CBlock,4.0,3.0,3.0,6.0,685.0,1.0,0.0,173.0,858.0,GasA,3,Y,SBrkr,858,0,0,1.0,0.0,1,0,2,1,3,5,8,0,0.0,Detchd,yes,1.0,2.0,576.0,3.0,3.0,3,120,0,0,0,0,no,0.0,NO,4,2009,WD ,Normal,2.0
84,905201110,1188,185000,20,RL,88.0,14175,Pave,0.0,1,4,4,Inside,3,Sawyer,PosA,Norm,1Fam,1Story,6,8,1956,1956,Gable,CompShg,HdBoard,HdBoard,NO,0.0,3,3,CBlock,3.0,4.0,4.0,6.0,776.0,1.0,0.0,212.0,988.0,GasA,3,Y,FuseA,1188,0,0,1.0,0.0,1,0,1,1,3,4,8,1,3.0,Attchd,yes,1.0,2.0,621.0,3.0,3.0,3,102,89,231,0,0,no,0.0,NO,6,2008,WD ,Normal,2.0
85,903227090,1412,132500,50,RM,50.0,6000,Pave,0.0,1,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,NO,0.0,3,2,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,780.0,780.0,GasA,5,Y,FuseF,825,587,0,0.0,0.0,1,0,4,1,3,6,8,1,4.0,Detchd,yes,1.0,1.0,280.0,3.0,3.0,3,45,0,0,0,0,no,0.0,NO,5,2009,WD ,Normal,1.0
86,905107300,1040,160500,80,RL,56.8194821203669,7176,Pave,0.0,2,4,4,CulDSac,3,Sawyer,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,3,3,CBlock,3.0,4.0,4.0,6.0,794.0,1.0,0.0,166.0,960.0,GasA,2,Y,SBrkr,1040,0,0,1.0,0.0,1,0,3,1,3,6,8,1,2.0,Detchd,yes,1.0,2.0,616.0,3.0,3.0,3,131,0,0,0,180,no,0.0,GdPrv,7,2006,WD ,Normal,2.0
87,903401070,1376,165000,50,RL,60.0,8850,Pave,2.0,1,3,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,NO,0.0,3,4,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,768.0,768.0,GasA,5,Y,SBrkr,752,624,0,0.0,0.0,1,0,3,1,4,7,8,0,0.0,Detchd,yes,1.0,2.0,576.0,3.0,3.0,2,0,54,144,0,0,no,0.0,NO,2,2007,WD ,Normal,1.0
88,903230100,1301,100000,30,RM,60.0,6911,Pave,0.0,1,4,4,FR2,3,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,PConc,3.0,3.0,2.0,2.0,405.0,1.0,0.0,740.0,1145.0,GasA,3,Y,SBrkr,1301,0,0,0.0,0.0,1,0,2,1,2,5,7,0,0.0,Detchd,yes,1.0,2.0,440.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,10,2009,WD ,Normal,1.0
89,527105010,1629,189900,60,RL,74.0,13830,Pave,0.0,2,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,5,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,3,PConc,4.0,3.0,1.0,6.0,791.0,1.0,0.0,137.0,928.0,GasA,4,Y,SBrkr,928,701,0,0.0,0.0,2,1,3,1,3,6,8,1,3.0,Attchd,yes,3.0,2.0,482.0,3.0,3.0,3,212,34,0,0,0,no,0.0,MnPrv,3,2010,WD ,Normal,2.5
91,527402130,936,111900,20,RL,68.0,10295,Pave,0.0,1,4,4,FR2,3,NAmes,Norm,Norm,1Fam,1Story,4,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,3,3,CBlock,4.0,3.0,2.0,3.0,252.0,1.0,0.0,684.0,936.0,GasA,3,Y,SBrkr,936,0,0,0.0,0.0,1,0,2,1,3,4,8,0,0.0,Attchd,yes,1.0,1.0,288.0,3.0,3.0,3,16,0,0,0,0,no,0.0,NO,9,2008,COD,Normal,1.0
92,909251080,1316,145000,70,RL,66.0,8969,Pave,0.0,1,3,4,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,6,6,1926,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,BrkTil,3.0,3.0,1.0,4.0,379.0,1.0,0.0,265.0,644.0,GasA,5,Y,SBrkr,672,644,0,1.0,0.0,1,0,2,1,3,6,8,1,4.0,Detchd,yes,1.0,1.0,369.0,3.0,3.0,2,0,0,0,0,192,no,0.0,MnPrv,7,2008,WD ,Normal,2.0
93,908201120,1440,118000,90,RL,92.0,12108,Pave,0.0,1,4,4,Inside,3,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,3,3,CBlock,3.0,3.0,1.0,5.0,133.0,1.0,0.0,1307.0,1440.0,GasA,3,N,FuseF,1440,0,0,0.0,0.0,2,0,4,2,2,8,8,0,0.0,NO,no,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,no,0.0,NO,9,2008,WD ,Normal,2.0
94,533221080,1524,166000,160,FV,23.738128121078592,2998,Pave,0.0,1,4,4,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,4,3,PConc,4.0,3.0,1.0,6.0,353.0,1.0,0.0,403.0,756.0,GasA,5,Y,SBrkr,768,756,0,0.0,0.0,2,1,2,1,4,4,8,0,0.0,Detchd,yes,1.0,2.0,440.0,3.0,3.0,3,0,32,0,0,0,no,0.0,NO,6,2006,WD ,Normal,2.5
95,535178100,1370,148000,80,RL,125.0,10000,Pave,0.0,1,4,4,Corner,3,NAmes,Norm,Norm,1Fam,SLvl,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,272.0,3,3,CBlock,3.0,3.0,3.0,4.0,678.0,3.0,281.0,99.0,1058.0,GasA,5,Y,SBrkr,1370,0,0,1.0,0.0,1,0,3,1,3,6,8,1,3.0,Basment,yes,2.0,1.0,300.0,3.0,3.0,3,191,0,0,0,120,no,0.0,MnPrv,2,2006,WD ,Normal,2.0
96,535457050,925,99000,20,RL,70.0,7000,Pave,0.0,1,4,4,Corner,3,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,NO,0.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,4,Y,SBrkr,925,0,0,0.0,0.0,1,0,3,1,3,7,8,0,0.0,Attchd,yes,3.0,1.0,300.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,7,2007,WD ,Normal,1.0
97,923226270,630,86000,180,RM,21.0,1526,Pave,0.0,1,4,4,Inside,3,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,NO,0.0,3,4,CBlock,4.0,3.0,3.0,6.0,515.0,1.0,0.0,115.0,630.0,GasA,3,Y,SBrkr,630,0,0,1.0,0.0,1,0,1,1,4,3,8,0,0.0,Attchd,yes,1.0,1.0,286.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,5,2009,WD ,Normal,2.0
98,535105090,1431,165000,80,RL,101.0,9150,Pave,0.0,2,4,4,Corner,3,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,3,3,CBlock,4.0,3.0,4.0,6.0,371.0,1.0,0.0,728.0,1099.0,GasA,4,Y,SBrkr,1431,0,0,0.0,1.0,1,0,3,1,3,6,8,1,4.0,Basment,yes,2.0,1.0,296.0,3.0,3.0,3,64,110,0,0,0,no,0.0,NO,12,2008,WD ,Normal,1.5
99,533253070,1226,211500,120,RL,61.0,3782,Pave,0.0,2,4,4,CulDSac,3,Greens,Norm,Norm,TwnhsE,1Story,8,5,1981,1981,Gable,CompShg,Wd Sdng,Plywood,NO,0.0,4,3,CBlock,4.0,3.0,4.0,6.0,960.0,1.0,0.0,266.0,1226.0,GasA,3,Y,SBrkr,1226,0,0,1.0,0.0,1,0,1,1,4,4,8,2,3.0,Attchd,yes,3.0,2.0,484.0,3.0,3.0,3,133,78,0,0,0,no,0.0,NO,9,2009,WD ,Normal,2.0
100,907280170,1417,210000,20,RL,70.0,8750,Pave,0.0,1,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,209.0,4,3,PConc,4.0,3.0,3.0,6.0,1111.0,1.0,0.0,306.0,1417.0,GasA,5,Y,SBrkr,1417,0,0,1.0,0.0,2,0,3,1,4,7,8,1,3.0,Attchd,yes,1.0,2.0,511.0,3.0,3.0,3,60,0,0,0,117,no,0.0,NO,8,2009,WD ,Normal,3.0
102,535327200,928,132000,20,RL,70.0,13300,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,CBlock,4.0,3.0,1.0,3.0,377.0,1.0,0.0,551.0,928.0,GasA,3,Y,SBrkr,928,0,0,0.0,0.0,1,0,2,1,3,4,8,0,0.0,Attchd,yes,1.0,1.0,252.0,3.0,3.0,3,261,0,156,0,0,no,0.0,NO,6,2007,WD ,Normal,1.0
103,528441090,2490,468000,20,RL,85.0,11128,Pave,0.0,1,4,4,Corner,3,Somerst,PosN,PosN,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,198.0,5,3,PConc,5.0,3.0,4.0,6.0,2158.0,1.0,0.0,300.0,2458.0,GasA,5,Y,SBrkr,2490,0,0,1.0,0.0,2,0,2,1,5,9,8,2,4.0,Attchd,yes,3.0,3.0,795.0,3.0,3.0,3,70,226,0,0,0,no,0.0,GdPrv,10,2009,WD ,Normal,3.0
104,906426195,1953,240000,60,RL,420.50059043566404,53107,Pave,0.0,3,1,4,Corner,2,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,NO,0.0,4,3,PConc,4.0,3.0,3.0,6.0,985.0,1.0,0.0,595.0,1580.0,GasA,5,Y,SBrkr,1079,874,0,1.0,0.0,2,1,3,1,4,9,8,2,2.0,Attchd,yes,3.0,2.0,501.0,3.0,3.0,3,216,231,0,0,0,no,0.0,NO,6,2007,WD ,Normal,3.5
105,534275170,958,151500,20,RL,101.12854314957164,12772,Pave,0.0,2,4,4,CulDSac,3,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,NO,0.0,3,4,CBlock,3.0,3.0,2.0,4.0,498.0,1.0,0.0,460.0,958.0,GasA,3,Y,SBrkr,958,0,0,0.0,0.0,1,0,2,1,3,5,8,0,0.0,Attchd,yes,2.0,1.0,301.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,4,2007,WD ,Normal,1.0
106,923226180,630,73000,180,RM,21.0,1470,Pave,0.0,1,4,4,Inside,3,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,NO,0.0,3,3,CBlock,4.0,3.0,3.0,6.0,522.0,1.0,0.0,108.0,630.0,GasA,3,Y,SBrkr,630,0,0,1.0,0.0,1,0,1,1,3,3,8,0,0.0,NO,no,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,no,0.0,NO,4,2006,WD ,Normal,2.0
107,923226320,630,75500,180,RM,21.0,1491,Pave,0.0,1,4,4,Inside,3,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,NO,0.0,3,3,CBlock,4.0,3.0,3.0,2.0,150.0,6.0,480.0,0.0,630.0,GasA,5,Y,SBrkr,630,0,0,1.0,0.0,1,0,1,1,3,3,8,0,0.0,NO,no,0.0,0.0,0.0,0.0,0.0,3,96,24,0,0,0,no,0.0,NO,5,2010,WD ,Normal,2.0
109,916253320,1502,330000,120,RM,77.30331716013686,9763,Pave,0.0,2,4,4,Inside,3,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,239.0,4,3,PConc,4.0,3.0,1.0,6.0,1102.0,5.0,72.0,328.0,1502.0,GasA,5,Y,SBrkr,1502,0,0,1.0,0.0,1,1,1,1,4,5,8,1,3.0,Attchd,yes,3.0,1.0,286.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,9,2007,WD ,Normal,2.5
110,904300150,1224,107500,50,RL,72.0,10632,Pave,0.0,2,4,4,Inside,3,ClearCr,Norm,Norm,1Fam,1.5Fin,5,3,1917,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,BrkTil,4.0,2.0,1.0,1.0,0.0,1.0,0.0,689.0,689.0,GasA,4,N,SBrkr,725,499,0,0.0,0.0,1,1,3,1,1,6,5,0,0.0,Detchd,yes,1.0,1.0,180.0,2.0,2.0,1,0,0,248,0,0,no,0.0,NO,1,2010,COD,Normal,1.5
112,527354160,2044,185000,60,RL,80.0,10400,Pave,0.0,1,4,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,6,1980,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,280.0,3,3,CBlock,4.0,3.0,2.0,1.0,0.0,1.0,0.0,738.0,738.0,GasA,3,Y,SBrkr,1277,767,0,0.0,0.0,2,1,3,1,3,7,7,1,3.0,Attchd,yes,1.0,2.0,489.0,3.0,3.0,3,28,73,0,0,0,no,0.0,NO,3,2008,WD ,Normal,2.5
114,534129230,1790,165150,60,RL,80.0,10400,Pave,0.0,1,4,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,NO,288.0,3,3,CBlock,3.0,3.0,1.0,3.0,247.0,1.0,0.0,485.0,732.0,GasA,4,Y,SBrkr,1012,778,0,1.0,0.0,1,2,4,1,3,8,6,1,3.0,Attchd,yes,2.0,2.0,484.0,3.0,3.0,3,148,0,0,0,147,no,0.0,NO,11,2006,WD ,Normal,3.0
115,535325350,1056,125000,20,RL,80.0,13600,Pave,0.0,1,3,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Gable,CompShg,HdBoard,HdBoard,NO,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,144.0,4.0,912.0,0.0,1056.0,GasA,4,Y,SBrkr,1056,0,0,1.0,0.0,1,1,3,1,3,6,8,0,0.0,Attchd,yes,3.0,1.0,300.0,3.0,3.0,3,0,0,0,0,0,no,0.0,MnPrv,11,2006,WD ,Normal,2.5
116,902408080,2554,159500,70,RM,60.0,10800,Pave,1.0,1,3,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,NO,0.0,3,4,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,718.0,718.0,GasA,5,Y,SBrkr,1576,978,0,0.0,0.0,1,1,3,1,3,8,8,0,0.0,Detchd,yes,1.0,2.0,704.0,3.0,3.0,2,0,48,143,0,0,no,0.0,NO,7,2007,WD ,Normal,1.5
117,916455050,1312,180500,20,RL,53.193043601536345,6718,Pave,0.0,2,4,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,86.0,4,3,PConc,5.0,3.0,2.0,6.0,250.0,1.0,0.0,1017.0,1267.0,GasA,5,Y,SBrkr,1312,0,0,0.0,0.0,2,0,2,1,4,5,8,0,0.0,Attchd,yes,1.0,2.0,471.0,3.0,3.0,3,256,28,0,0,0,no,0.0,NO,1,2007,WD ,Normal,2.0
118,909276200,1308,160000,50,RL,130.0,9600,Pave,0.0,2,2,4,Inside,3,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,NO,0.0,4,4,BrkTil,3.0,2.0,1.0,3.0,428.0,1.0,0.0,300.0,728.0,GasA,5,Y,SBrkr,976,332,0,1.0,0.0,1,1,2,1,3,7,6,2,3.0,Detchd,yes,1.0,1.0,256.0,3.0,3.0,3,0,70,0,0,0,no,0.0,NO,6,2009,WD ,Normal,2.5
119,534277060,907,109008,20,RL,77.0,8593,Pave,0.0,2,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,NO,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,288.0,1.0,0.0,619.0,907.0,GasA,5,Y,SBrkr,907,0,0,0.0,0.0,1,0,3,1,3,5,8,0,0.0,Detchd,yes,1.0,1.0,352.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,7,2008,WD ,Normal,1.0
